opp_id,account_id,stage,amount,created_at,closed_at,won
OP-0002343,37d7045a-22cc-4e71-7b0b-703c60efb44b,Closed Won,1190.78,2024-10-04,2025-11-21,true
OP-0002344,29d9132a-0131-55e7-ec2d-1df408627f29,Closed Lost,644.47,2024-10-01,2025-07-09,false
OP-0002345,2127ebde-9e36-a68c-225c-251e4910b8f4,Closed Lost,10146.52,2024-06-10,2024-10-25,false
OP-0002346,a92ed3df-3726-2139-b063-dddca30e972d,Closed Won,1715.77,2023-12-13,2025-07-26,true
OP-0002347,80fe6622-5bc5-7211-e1df-e75b3e6caa97,Closed Won,5148.12,2024-11-23,2026-04-15,true
OP-0002348,300ba1d1-d136-2aa8-a371-8959727e24a6,Prospecting,847.40,2023-12-16,,
OP-0002349,a1a2a073-e11d-0adc-a347-e31616f45dbd,Closed Lost,1502.29,2025-06-05,2026-02-26,false
OP-0002350,c5681f6c-c427-d549-4f39-84a61dc550f0,Negotiation,1261.12,2026-05-07,,
OP-0002351,fab3748c-cf93-eef1-2a03-153b126e2a9a,Closed Won,3476.55,2025-05-11,2025-10-21,true
OP-0002352,69d053b5-1601-eda3-4ec6-d9a6ba6bcb19,Closed Lost,711.67,2025-12-04,2026-03-24,false
OP-0002353,35b0c7f2-d56e-638e-f7c2-c98e83bf97e2,Closed Lost,3691.86,2025-05-06,2025-12-23,false
OP-0002354,f73d00a2-b1fb-50ba-fb2e-77c2d021eeca,Closed Won,1194.57,2025-06-06,2026-02-10,true
OP-0002355,49a1d21b-5763-e4ad-6229-b25cc384f9de,Closed Lost,328.55,2025-06-26,2025-07-09,false
OP-0002356,7c144b8b-c4ee-485f-c227-c67e3ddfe881,Closed Won,43302.10,2025-05-26,2026-02-08,true
OP-0002357,c9532180-8c70-92d1-2f6d-f460a147ff14,Closed Lost,3321.36,2025-08-16,2026-03-14,false
OP-0002358,14bad897-33e6-750b-b4dc-c9899a29335c,Closed Lost,6026.54,2026-02-18,2026-03-10,false
OP-0002359,adafb434-e3ff-984e-7482-3c52c564d2c3,Proposal,563.67,2023-06-21,,
OP-0002360,7fe518b4-414c-0a2a-818b-2368c3f7a24c,Proposal,416.22,2026-04-20,,
OP-0002361,8682cdae-65cc-e660-e57f-bd967f026e5b,Negotiation,5520.58,2025-03-24,,
OP-0002362,891fac37-edc4-b1e1-98a5-9d3a5f54a8c7,Prospecting,1371.11,2023-09-17,,
OP-0002363,41696cbd-d9b3-cdca-a11f-11766c810498,Closed Lost,2466.81,2025-11-11,2025-11-23,false
OP-0002364,14b9f034-e0d1-526e-fa1c-2e6996a68fa9,Closed Lost,14731.63,2025-05-30,2026-01-13,false
OP-0002365,16366672-d5e0-f1e6-e1d5-16d411d95d30,Proposal,10918.85,2025-01-28,,
OP-0002366,8f979f64-39c8-ef76-3c15-fa21ffbbbc3b,Prospecting,3496.60,2023-09-22,,
OP-0002367,110412de-65e2-d6dc-8bf7-80f75c9f36df,Closed Lost,950.64,2024-03-26,2026-04-24,false
OP-0002368,de37d1ca-684a-0162-3e43-338ae77356cf,Proposal,12241.32,2023-12-13,,
OP-0002369,adbd02db-a29b-1064-8d65-ae178cf61725,Closed Lost,1514.16,2025-04-09,2025-07-23,false
OP-0002370,469951bf-a04c-8910-8c7c-ff9c5dcb604b,Negotiation,12507.73,2023-07-19,,
OP-0002371,e34bc9d7-3691-d6c5-7591-8c9af1faaf4e,Closed Won,7155.95,2023-08-10,2025-06-10,true
OP-0002372,85cd3bd7-54c7-b8b7-844e-b57b8e33befa,Prospecting,2664.57,2024-09-13,,
OP-0002373,e652be1d-2e6d-2056-8612-9f204d4f0762,Prospecting,11641.82,2025-01-15,,
OP-0002374,d043554a-f86a-d124-bbe2-d3f45f4adde4,Closed Lost,105.75,2024-01-24,2025-08-08,false
OP-0002375,c8727a82-b3de-2f67-c50b-f4b46a3f3014,Closed Won,736.01,2023-12-06,2025-04-12,true
OP-0002376,5b80db68-598e-d780-045f-9a52a95176cb,Prospecting,602.85,2024-08-18,,
OP-0002377,68fc55af-1084-17a7-5492-05887330a56c,Proposal,1070.82,2025-06-28,,
OP-0002378,5c8117f0-8d8e-45ae-8fc1-b231ebf58b19,Closed Lost,704.90,2026-03-15,2026-04-20,false
OP-0002379,627ccd9a-6686-321b-375c-52f2c41dcead,Proposal,1278.89,2025-10-26,,
OP-0002380,0fad35c1-f7e2-84de-1f22-fc63f049bcc8,Closed Lost,693.05,2025-02-20,2025-08-16,false
OP-0002381,e5c2d968-1e7d-c1a8-2e15-69f906057919,Qualification,2983.10,2024-03-21,,
OP-0002382,131b7dd0-62ec-0979-7f71-22590be6dd6d,Prospecting,7282.54,2025-06-20,,
OP-0002383,8fee56a8-88b7-fd7e-37ad-c9235902b5fe,Closed Lost,17981.29,2023-09-28,2025-03-01,false
OP-0002384,052e94c1-990a-a1ae-9bf1-f28c264f61d9,Closed Lost,1220.67,2023-11-07,2024-09-20,false
OP-0002385,c18347ff-caee-4b7c-a94b-4d22627009cd,Prospecting,328.63,2025-01-29,,
OP-0002386,aa4cbabc-e47c-701a-0186-0d4711ae2b4f,Closed Won,3918.85,2025-06-12,2025-09-04,true
OP-0002387,8db032f9-dfe2-fc48-a21a-599b6e9349b9,Prospecting,10372.99,2025-04-05,,
OP-0002388,8061a102-4b93-bede-c894-99f20c8f5bb0,Closed Won,2082.26,2024-09-11,2024-12-21,true
OP-0002389,cdb3d853-f895-35d6-5ac1-edd0c1e8b6b9,Negotiation,13605.06,2023-09-27,,
OP-0002390,fa0d0755-af8d-2349-3193-6f09c4c8bba4,Prospecting,766.04,2025-05-16,,
OP-0002391,63ed64c6-dcce-2104-a77f-4680c0844ae9,Closed Lost,1621.94,2025-10-10,2026-02-21,false
OP-0002392,e2e9cd88-bdf4-aea5-9a80-691c69c38ea1,Prospecting,3741.11,2025-03-26,,
OP-0002393,281598dd-f459-48e4-55e2-fc4ee738e716,Closed Won,6845.11,2026-03-16,2026-04-24,true
OP-0002394,c8e880ca-d25a-2c30-1f1f-95ce9017d7b3,Closed Won,5572.19,2025-07-13,2025-08-28,true
OP-0002395,434206ba-ce74-2cba-8286-668524388661,Closed Won,261.52,2026-03-19,2026-05-10,true
OP-0002396,aaba222c-c894-bfe8-f636-c7edd1f98f4d,Prospecting,1364.54,2025-12-11,,
OP-0002397,4cc88a7c-eb1e-146f-7393-f79b1544c6b9,Closed Won,18773.27,2024-04-02,2024-06-26,true
OP-0002398,ccabfdbf-9327-7a0e-e788-80ddf13721ae,Closed Won,8480.34,2026-01-22,2026-02-07,true
OP-0002399,6c7d95fc-a49f-43d2-9de9-794165d36d2f,Closed Lost,6101.93,2023-08-15,2023-09-03,false
OP-0002400,aa56f58c-3ee9-2660-440e-3c95ba448687,Closed Lost,3367.60,2025-06-10,2026-03-07,false
OP-0002401,90ce0a18-165f-b396-cb6d-11b1b0a6ce13,Closed Lost,2852.09,2024-02-28,2026-03-11,false
OP-0002402,63ed64c6-dcce-2104-a77f-4680c0844ae9,Closed Lost,2729.53,2023-06-18,2025-10-23,false
OP-0002403,ffabf154-62ce-ba3a-5abf-475d693444f0,Qualification,8225.52,2025-12-23,,
OP-0002404,e4d175ea-4c94-22a6-7604-c8169e9fa1c4,Closed Lost,64511.58,2024-03-13,2024-10-28,false
OP-0002405,aa4cbabc-e47c-701a-0186-0d4711ae2b4f,Closed Lost,3179.29,2023-05-13,2023-09-27,false
OP-0002406,8614838f-06ab-2ffb-60fa-19aab3430bd4,Closed Lost,1886.61,2025-01-06,2025-05-23,false
OP-0002407,6cf6e7f1-13f0-88eb-8464-f97f80a40e38,Closed Won,9076.41,2024-03-19,2025-05-27,true
OP-0002408,ffb37a2a-a78e-1777-5d9a-89b980915a14,Closed Won,925.66,2026-04-22,2026-05-08,true
OP-0002409,058ee0a1-6128-7b05-06e0-8898f091bf50,Closed Lost,23675.90,2023-10-12,2024-12-21,false
OP-0002410,3dd23e37-7e5c-e0e4-2692-6b3c2bcfcbb3,Negotiation,13403.86,2023-12-27,,
OP-0002411,3cffaf6a-67b3-a186-be91-3e4b05bc8273,Closed Lost,899.60,2025-08-01,2025-10-15,false
OP-0002412,ffabf154-62ce-ba3a-5abf-475d693444f0,Negotiation,13990.79,2025-11-17,,
OP-0002413,48b45cb2-91d3-63db-e02f-96eca2f8a8d1,Closed Lost,131.29,2025-09-15,2025-10-08,false
OP-0002414,753bd8d1-1e1d-414c-7230-831c9a966b41,Closed Won,519.95,2023-10-09,2025-08-05,true
OP-0002415,174cc91d-69f3-181c-b3c7-f4575b26e935,Closed Lost,4897.34,2026-01-11,2026-03-07,false
OP-0002416,1cc579fd-f991-c063-010b-b830b7d5879f,Closed Lost,8211.11,2025-11-21,2026-05-10,false
OP-0002417,11a71e10-3b98-3729-51da-e12e4924b0f4,Prospecting,19258.46,2024-07-06,,
OP-0002418,c267e341-6f9d-df70-d7da-3448515ceb60,Closed Lost,3850.80,2026-01-02,2026-03-18,false
OP-0002419,2a1449eb-87a2-46e9-e20e-e3d1a646bcab,Closed Lost,2181.45,2024-10-20,2025-11-26,false
OP-0002420,766eb092-7b05-5dff-abee-83ecbf8c1bf4,Closed Won,12010.48,2024-06-20,2025-05-07,true
OP-0002421,4bf5209a-7044-49e7-c05e-7bb0d7584727,Closed Lost,2192.38,2023-12-19,2025-04-02,false
OP-0002422,b88c8293-428c-43cb-5558-01cfb3511182,Negotiation,212.49,2024-12-19,,
OP-0002423,46fc9a34-07dd-1c35-88de-9ddb9fdec626,Prospecting,4427.27,2025-09-09,,
OP-0002424,5296f7b8-0ce6-0cda-886b-fdea9f4bfb4f,Closed Lost,2755.07,2023-09-21,2025-10-04,false
OP-0002425,215b93dd-0fa8-645a-004a-baa9e95dc13e,Closed Won,3701.96,2025-07-11,2025-08-19,true
OP-0002426,d9e0ab1b-8094-28d8-0227-30214f98a720,Closed Lost,146.27,2023-06-26,2024-05-18,false
OP-0002427,4f09ef53-556c-b9c0-bf9a-aaaec6258aef,Closed Lost,858.69,2024-01-13,2024-10-30,false
OP-0002428,177f8368-73c9-92e0-4435-13f25997213d,Closed Lost,2699.95,2023-10-02,2025-07-25,false
OP-0002429,3c0c0abb-8020-10b5-d3d2-4615e4c7d097,Closed Lost,962.33,2024-11-18,2025-03-17,false
OP-0002430,ae10dfbb-5c91-a2e5-c650-ec347b2c17fb,Closed Lost,474.97,2023-12-04,2024-10-23,false
OP-0002431,f6b0d99a-2be7-b45a-ffa2-6bf1274db592,Closed Won,1113.74,2024-04-13,2024-11-14,true
OP-0002432,6e4a28f5-268a-93c2-28b8-bcd775d67375,Closed Lost,548.61,2026-02-07,2026-04-19,false
OP-0002433,5aaa1549-d6e8-2dfe-98d0-b089c9fbeddc,Negotiation,1473.60,2023-06-16,,
OP-0002434,39c95860-52b8-08d3-2843-5a1136e816b1,Closed Won,19029.19,2025-10-05,2026-02-28,true
OP-0002435,a1cb1510-73e3-c318-61aa-ebbc87f0aa87,Qualification,3010.79,2025-03-07,,
OP-0002436,450221b8-7872-68eb-7e3b-a4e1a23096b8,Closed Lost,896.08,2026-03-29,2026-04-25,false
OP-0002437,fed73faa-afc0-d84d-2535-0098c499e714,Closed Lost,1679.55,2023-09-15,2025-02-11,false
OP-0002438,80153729-a741-a3cc-5847-2b03e0df44a9,Proposal,1992.75,2023-11-05,,
OP-0002439,c98a6058-6085-c177-b91a-f60a793c4c76,Closed Lost,3199.99,2025-08-02,2026-02-07,false
OP-0002440,54f002f6-666f-8550-22d2-e5c19e24e44d,Closed Lost,306.16,2023-07-28,2024-05-16,false
OP-0002441,99db3167-487c-19d7-a27d-59cec8a5ae0d,Closed Won,2114.42,2026-05-02,2026-05-09,true
OP-0002442,586475f1-3df2-d7a5-b9a3-e27e9be5587d,Prospecting,747.63,2024-05-28,,
OP-0002443,aafd3b24-e2e2-aec2-c920-9f32440d8b56,Closed Lost,19733.94,2024-01-15,2024-10-21,false
OP-0002444,b631293c-9d00-be2c-469f-d1b5950c9562,Closed Lost,10782.68,2024-08-12,2025-06-29,false
OP-0002445,9fc463db-b140-e34e-27c2-32af898ab0f2,Closed Lost,786.39,2025-07-23,2025-11-09,false
OP-0002446,4b0e6723-ab40-caf5-2550-a55788087764,Closed Lost,2175.66,2025-08-27,2025-11-29,false
OP-0002447,61765934-2a6f-8045-6d42-e7a43a97dea8,Prospecting,6307.57,2024-02-13,,
OP-0002448,745a402a-51bc-5f8a-0050-6470399c63ed,Prospecting,3453.60,2024-03-21,,
OP-0002449,4a84ec8f-7643-1f29-eeb0-c39d7559e170,Closed Lost,26258.20,2023-08-30,2024-07-01,false
OP-0002450,e2633498-f96b-620f-c0ff-f4e523425dc8,Closed Lost,4252.14,2023-09-30,2023-10-21,false
OP-0002451,eeeaa3ac-c11a-ddb9-0200-6c120f7c8b61,Closed Lost,277.23,2023-08-12,2024-05-27,false
OP-0002452,59cff597-b897-ba2a-4537-638d8df43816,Closed Won,2383.43,2024-08-23,2026-04-15,true
OP-0002453,b0aef63f-5e64-880f-30e2-fa71740c69c1,Closed Lost,42818.61,2026-03-17,2026-05-06,false
OP-0002454,35d717b6-7584-2606-3d77-720c4d3d6c82,Closed Lost,894.62,2025-07-03,2025-08-19,false
OP-0002455,160f30c9-fb0a-86dd-a2b3-53f4b4d56599,Closed Lost,3685.72,2023-06-27,2025-01-24,false
OP-0002456,8789ec04-64b5-67fc-c0df-9a53c10f4897,Closed Lost,14058.93,2025-11-16,2026-02-01,false
OP-0002457,3c0c0abb-8020-10b5-d3d2-4615e4c7d097,Proposal,881.89,2024-01-18,,
OP-0002458,8974adac-41d1-9614-6938-9c5baf788b0a,Closed Lost,13561.17,2025-04-22,2026-02-03,false
OP-0002459,528b19c3-b917-3993-b062-0201987d398f,Closed Lost,299.59,2024-03-24,2025-10-13,false
OP-0002460,72edad10-62d3-1644-84f3-b33805cdbddc,Prospecting,1079.61,2023-06-19,,
OP-0002461,01c5104e-92bb-10a1-5fd3-29b719a47e7a,Qualification,1398.13,2026-03-27,,
OP-0002462,0d43a5cb-6bb5-0425-fb08-ffc3f3b44b23,Closed Lost,4791.71,2025-09-04,2026-02-26,false
OP-0002463,5aaa1549-d6e8-2dfe-98d0-b089c9fbeddc,Closed Lost,692.94,2024-02-02,2025-02-18,false
OP-0002464,8fee56a8-88b7-fd7e-37ad-c9235902b5fe,Negotiation,6919.78,2025-02-10,,
OP-0002465,c1fcd500-d66c-ca2b-2e71-79ed05625e32,Closed Lost,2066.38,2023-09-16,2025-01-01,false
OP-0002466,502c9f01-0289-d3f8-213c-deb038f8d57b,Closed Lost,983.35,2025-12-09,2026-01-02,false
OP-0002467,11a71e10-3b98-3729-51da-e12e4924b0f4,Closed Lost,6165.40,2025-04-29,2025-07-17,false
OP-0002468,374870be-479a-fd32-7554-6afd4d1fc7db,Negotiation,14598.21,2023-08-27,,
OP-0002469,d49710cb-fc14-284a-2f02-c6f9566ddd6b,Closed Lost,47810.46,2025-10-24,2026-04-01,false
OP-0002470,2fd0a8c0-93b7-1d50-f78b-4d973a082d5a,Closed Lost,1359.63,2026-01-10,2026-04-05,false
OP-0002471,4f09ef53-556c-b9c0-bf9a-aaaec6258aef,Negotiation,277.15,2024-08-11,,
OP-0002472,c7c303a9-24e4-479e-3a1e-70d9149004b4,Closed Lost,228.07,2024-06-25,2025-08-11,false
OP-0002473,7dd573cf-8316-4120-0bbe-c953c4e44afb,Closed Lost,3794.45,2024-11-02,2025-06-28,false
OP-0002474,3e73d045-d568-2fd9-3a65-04df9de03b48,Proposal,1162.68,2024-10-07,,
OP-0002475,41452e5c-78b2-64a8-ec99-f76d97177f66,Qualification,1114.14,2026-03-12,,
OP-0002476,08831b3d-ba00-9bd7-d2e6-2414dc135414,Closed Lost,10324.15,2026-02-08,2026-04-26,false
OP-0002477,080d8331-a947-5f0b-23d9-de69d2c08bad,Closed Lost,10309.06,2026-03-12,2026-04-09,false
OP-0002478,9eed929f-f9e8-31a8-1450-71773b5fc59e,Closed Lost,9800.75,2024-03-17,2024-03-26,false
OP-0002479,20e2b257-0088-8b0c-2780-8fc1ddb55945,Closed Lost,1036.13,2025-01-03,2025-05-26,false
OP-0002480,3c7bee12-dea7-f544-f9c0-fad92633f336,Negotiation,1839.31,2026-05-07,,
OP-0002481,d8d262fc-423e-2809-61b0-d0fba05d0411,Closed Lost,7547.79,2025-02-22,2025-03-27,false
OP-0002482,f985a30e-a08f-a1d7-29de-ebeb690a4f72,Proposal,1146.51,2023-06-03,,
OP-0002483,c44b4344-04d4-2bfa-28d0-cb42c9b88c9a,Closed Lost,1740.36,2023-06-04,2024-02-12,false
OP-0002484,2d8465bb-6082-5f6f-6a20-17eec5a93bfc,Proposal,2811.89,2025-01-03,,
OP-0002485,8fee9733-e12f-ece5-61ba-768dc8e0f2e5,Negotiation,2199.48,2024-03-20,,
OP-0002486,4210a4c6-7ad4-0c49-f97b-b88dfb1d31ce,Closed Won,2472.59,2026-03-23,2026-04-12,true
OP-0002487,23a991d0-100e-52a7-ea20-884be827f103,Prospecting,8368.25,2025-12-28,,
OP-0002488,a58c2099-09e0-eed3-98e2-74beacc511a6,Closed Lost,14859.47,2024-10-23,2025-05-06,false
OP-0002489,e736659c-66d0-2a55-a7f4-62f06887fcba,Prospecting,3836.34,2025-11-05,,
OP-0002490,6a449d64-55b5-c930-8d05-f365f7a069a2,Closed Won,3590.56,2025-07-20,2026-04-27,true
OP-0002491,1beeaa4a-c601-02e0-647b-15815609f326,Closed Lost,8501.51,2023-05-29,2025-10-17,false
OP-0002492,307f41df-5b7c-c470-ee41-4b3b216bf2d0,Closed Lost,356.17,2024-11-14,2025-03-11,false
OP-0002493,80fe6622-5bc5-7211-e1df-e75b3e6caa97,Closed Lost,9461.79,2024-01-09,2024-10-20,false
OP-0002494,e4ea5563-f0dc-ade4-e95e-0e51f6eeaf1d,Qualification,7103.88,2025-04-27,,
OP-0002495,611b4c60-c631-558c-254b-d03974e921d6,Proposal,3351.61,2024-01-10,,
OP-0002496,fe8aefff-1658-0d36-99b0-c323f2049c93,Prospecting,2438.84,2023-05-26,,
OP-0002497,d973c9ca-458d-1e10-b86c-d4ce6970964d,Closed Lost,1485.53,2026-02-05,2026-03-26,false
OP-0002498,4612ec47-1024-3d0e-6a18-e52e56735bff,Closed Won,7969.02,2025-07-26,2025-09-27,true
OP-0002499,307f41df-5b7c-c470-ee41-4b3b216bf2d0,Closed Lost,821.01,2024-02-28,2024-06-20,false
OP-0002500,307f41df-5b7c-c470-ee41-4b3b216bf2d0,Prospecting,155.41,2024-02-29,,
OP-0002501,05acb8fd-ed44-92dc-0dc6-5a30e1b26ac0,Closed Lost,1047.43,2023-09-08,2026-03-01,false
OP-0002502,d4287dbf-dd2a-3029-fc48-76220cb518d9,Proposal,3197.31,2025-11-16,,
OP-0002503,894d7de9-465a-11af-2bed-ac5571d99236,Closed Lost,3545.44,2023-12-03,2026-01-14,false
OP-0002504,3a49065e-f320-c6b6-7746-ff617d5195e1,Closed Lost,301.86,2024-05-08,2024-08-20,false
OP-0002505,cb7a8309-5a13-10f6-a1fd-d7b6529bf064,Qualification,639.77,2025-12-30,,
OP-0002506,b187fcfe-3284-e0e6-ec28-510dcf826a76,Prospecting,1815.86,2024-10-24,,
OP-0002507,b4019ee2-f5dc-3931-fdc8-c7fee89d42e3,Closed Lost,21566.72,2026-01-23,2026-04-22,false
OP-0002508,bd76cc56-ab9c-4899-e93e-64f05a7e8fa5,Prospecting,3944.85,2025-11-06,,
OP-0002509,995248f1-9b06-1c0a-b15e-a8eb267a5425,Qualification,3185.00,2025-03-10,,
OP-0002510,6c39a043-0ae3-fddb-b288-8e323974ecbb,Closed Lost,770.99,2025-01-14,2025-06-09,false
OP-0002511,57dba825-83c4-b028-3995-236285fd13cb,Closed Won,4817.60,2024-02-27,2024-06-22,true
OP-0002512,a66b816e-2d10-0269-0ab5-1cf169dd7738,Closed Lost,2634.50,2023-11-26,2025-01-14,false
OP-0002513,0e2592ba-317c-f36d-4942-594a690a139a,Closed Lost,8473.28,2024-02-28,2026-03-18,false
OP-0002514,73d323d5-73cb-beb2-6ad7-27bb8369b763,Closed Won,21363.06,2025-10-29,2025-11-19,true
OP-0002515,f8cba8d3-32d3-3085-c178-8ae8e4f1781b,Proposal,1459.22,2024-04-04,,
OP-0002516,991eaab5-f723-df94-96f5-94e28ad65672,Prospecting,840.18,2023-11-01,,
OP-0002517,e496e2ee-10a2-e083-7e80-5c2d1ba63087,Closed Lost,68.13,2023-05-31,2025-03-19,false
OP-0002518,2d9658fe-dec6-b30d-23e9-ffd02e9135e3,Qualification,1712.12,2023-08-21,,
OP-0002519,f20428c9-4864-3678-659f-3bf63c806110,Closed Lost,1651.20,2023-07-13,2025-12-30,false
OP-0002520,d8d9e362-815d-ed64-aa2c-ba459b63718a,Prospecting,10078.44,2023-09-28,,
OP-0002521,26ca2b3d-1258-d26a-c9c4-8e302e823140,Closed Won,15539.08,2024-04-07,2025-04-21,true
OP-0002522,5ba2f4af-c917-3c33-628e-715beacb76c8,Closed Won,18776.47,2025-11-25,2026-02-23,true
OP-0002523,ae9be785-88e6-cd2c-6510-512bd5175329,Closed Won,6270.01,2025-05-10,2026-01-08,true
OP-0002524,038d1778-fefb-f4e2-31c2-4aa8edc6775e,Proposal,3022.84,2024-09-26,,
OP-0002525,e95f3f28-718c-f8e8-a589-39a83377057b,Closed Won,9143.56,2024-01-28,2024-07-23,true
OP-0002526,25da4f42-98aa-a188-6f2c-b22ac62998c8,Closed Won,12509.31,2024-04-20,2026-04-25,true
OP-0002527,e306cc3d-08ff-a168-6b7e-2986b2f54fe4,Closed Won,1309.49,2023-07-07,2024-01-05,true
OP-0002528,89f482f5-2d44-4b42-3616-2cad0741c4d1,Prospecting,466.50,2024-05-13,,
OP-0002529,8c47531b-ed59-4a5f-3404-0bcec6d73d23,Negotiation,12037.32,2023-10-05,,
OP-0002530,396e6194-ddca-96a0-0ede-8855593ac119,Closed Lost,3067.94,2025-02-26,2026-05-06,false
OP-0002531,e1e03868-288d-3eb3-cab2-4d6bc4a02484,Closed Lost,659.36,2025-01-28,2025-06-16,false
OP-0002532,b0766cda-6001-d9a0-d792-ac83a98f7176,Prospecting,1390.60,2025-10-14,,
OP-0002533,c4dd077b-f3ed-edf8-2d62-dd4d06694076,Closed Lost,2722.19,2023-10-31,2026-02-13,false
OP-0002534,2efee90b-580b-e8ac-6eaa-80d71bba3008,Closed Won,5035.34,2025-08-17,2025-12-06,true
OP-0002535,154fbecf-89db-b97b-4550-65295ffa6969,Closed Won,2677.21,2023-06-25,2024-07-20,true
OP-0002536,abf6aeb8-4e82-a861-04af-06c5894d432c,Proposal,536.05,2025-08-13,,
OP-0002537,5c5919e8-42d7-07ea-5432-98c8bd1ee765,Closed Won,932.20,2023-11-16,2026-03-18,true
OP-0002538,b098b057-5fe4-c36c-c496-6cd82794d044,Closed Lost,306.76,2025-08-14,2026-02-21,false
OP-0002539,11079557-baff-2f9c-c676-a6a124f2f289,Qualification,33072.68,2024-06-30,,
OP-0002540,d0fe4e2f-79c1-2d2d-f07f-a77226250ca4,Closed Won,1540.93,2023-06-08,2024-05-13,true
OP-0002541,f173fcd1-f3ad-44f3-5471-cdac357a8f76,Closed Lost,7426.54,2024-07-02,2025-09-26,false
OP-0002542,9095f06c-1a56-981f-2806-21628f37e1f0,Closed Lost,726.70,2023-10-05,2025-01-28,false
OP-0002543,99db3167-487c-19d7-a27d-59cec8a5ae0d,Negotiation,1728.06,2023-06-03,,
OP-0002544,21daef3a-51e8-ad6d-3022-75b4989d24a7,Closed Lost,969.62,2025-12-31,2026-03-31,false
OP-0002545,8a34ed63-083f-13e3-5278-78f5cffd518d,Closed Lost,4189.28,2025-06-08,2025-06-17,false
OP-0002546,3f40dea4-82d2-2f77-a2bb-0f594dba1f17,Closed Lost,10053.25,2024-09-04,2025-01-14,false
OP-0002547,54837c00-4723-b7f3-256f-ac9e3995c74f,Qualification,7246.26,2025-07-13,,
OP-0002548,35865add-811c-5615-4605-dab1eb0e485c,Closed Lost,8396.15,2025-10-02,2026-02-17,false
OP-0002549,cf8d0347-42a7-597b-351f-1f369fc9c113,Closed Lost,2692.55,2023-07-26,2026-03-21,false
OP-0002550,0b5a6b4d-4e53-5b18-9712-de05051c03b0,Closed Lost,490.91,2024-08-24,2026-04-20,false
OP-0002551,bf34b3ac-97c7-f5b5-5bad-f9155546115e,Closed Lost,5028.72,2023-12-25,2025-05-29,false
OP-0002552,b46195c6-18b6-dfde-9f08-2b104ba50613,Closed Lost,9425.36,2023-07-22,2023-10-23,false
OP-0002553,cdb3d853-f895-35d6-5ac1-edd0c1e8b6b9,Closed Lost,9473.40,2026-01-28,2026-03-18,false
OP-0002554,42c5e253-1edb-66ba-8b60-5fcbb1069fe0,Closed Lost,392.76,2025-03-02,2025-11-24,false
OP-0002555,61c7e96a-ea5b-fd15-3644-45ec752a4267,Negotiation,10287.75,2025-01-10,,
OP-0002556,adbd02db-a29b-1064-8d65-ae178cf61725,Prospecting,1995.64,2024-09-03,,
OP-0002557,8fee56a8-88b7-fd7e-37ad-c9235902b5fe,Closed Lost,19140.65,2024-03-21,2024-11-17,false
OP-0002558,f23d7cd3-0a0d-338e-1973-3ae46b6f9787,Closed Lost,4724.79,2026-03-06,2026-04-16,false
OP-0002559,bc56d325-51b6-dca5-6599-5eb4a8992457,Closed Won,3072.40,2025-06-23,2025-10-14,true
OP-0002560,5a9fb864-42f2-104e-71dc-eaf1eb213779,Closed Won,1340.90,2023-09-27,2025-10-23,true
OP-0002561,9d7c1afe-e48b-b7cd-b25d-d1b070804a4a,Closed Lost,815.06,2023-10-19,2023-12-06,false
OP-0002562,536294b7-cee1-4e0d-04d0-745c95ef8f62,Closed Lost,1169.84,2025-11-10,2025-11-23,false
OP-0002563,3bd5aa3c-4c97-bbc9-d3ff-db50f40f55ed,Negotiation,3338.75,2023-09-13,,
OP-0002564,685fbf78-6282-06a2-af7b-555f5c2c3f60,Closed Won,13343.82,2026-01-10,2026-03-16,true
OP-0002565,cb7a8309-5a13-10f6-a1fd-d7b6529bf064,Closed Lost,359.14,2026-02-14,2026-03-24,false
OP-0002566,b2c66eb0-3873-a99a-9308-5d447f372a1b,Closed Lost,94.27,2023-09-28,2024-06-18,false
OP-0002567,3c7bee12-dea7-f544-f9c0-fad92633f336,Prospecting,5389.57,2023-09-26,,
OP-0002568,ba89d197-d823-7714-02c3-31382efa8b7e,Negotiation,14211.32,2025-05-02,,
OP-0002569,815e649d-ca55-bb8b-0258-b055653acef5,Qualification,155389.08,2025-04-26,,
OP-0002570,fdda1e73-b022-20f7-0045-121955d2c6ff,Closed Lost,4513.42,2024-02-14,2024-12-28,false
OP-0002571,d534cb60-73be-9109-8c63-9178895cb112,Closed Lost,4573.71,2024-11-01,2024-12-17,false
OP-0002572,054943df-b22d-5c1a-343f-b7052372b451,Closed Lost,1667.95,2024-01-03,2025-10-07,false
OP-0002573,b9a6c071-242d-7f92-6f1a-f9f3941af079,Proposal,7987.31,2023-07-17,,
OP-0002574,c7fa1625-3643-9b32-fdd9-7bd520d3f1e9,Closed Lost,4048.11,2023-08-22,2025-05-08,false
OP-0002575,744e5062-392e-8674-1c4a-2ade37474f3f,Closed Lost,2214.37,2025-03-05,2025-08-25,false
OP-0002576,2e203ff5-02a5-a8eb-3cc6-e1b56889af94,Qualification,293.48,2024-06-03,,
OP-0002577,a9a63c01-bf4d-fd86-1595-435670bc3f48,Closed Won,1783.37,2025-07-24,2025-08-10,true
OP-0002578,b94625ef-bdef-b809-e195-1879ebfc4462,Closed Lost,4300.97,2023-10-18,2024-03-10,false
OP-0002579,fa0d0755-af8d-2349-3193-6f09c4c8bba4,Closed Lost,164.85,2025-12-21,2026-03-05,false
